epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.25,1.1884615421295166,,
0,99,0.375,1.116575002670288,,
0,149,0.5,1.123152494430542,,
0,199,0.625,0.6339836120605469,,
0,249,0.75,1.0426162481307983,,
0,299,0.75,0.7735285758972168,,
0,349,0.625,1.2049832344055176,,
0,399,0.875,0.6973398327827454,,
0,449,0.75,0.430981308221817,,
0,499,0.5,0.8264261484146118,,
0,549,0.75,0.569481611251831,,
0,599,0.625,0.8510128259658813,,
0,649,0.125,3.1377882957458496,,
0,699,0.25,3.0117340087890625,,
0,749,0.25,1.8982025384902954,,
0,799,0.0,1.9004364013671875,,
0,849,0.25,1.6234713792800903,,
0,899,0.125,1.6200615167617798,,
0,949,0.0,1.6224169731140137,,
0,999,0.0,1.6248284578323364,,
0,1049,0.125,1.6067860126495361,,
0,1099,0.125,1.5985770225524902,,
0,1149,0.125,1.6130340099334717,,
0,1199,0.25,1.610285997390747,,
0,1249,0.25,1.6068921089172363,,
0,1299,0.25,1.6120188236236572,,
0,1349,0.125,1.6050492525100708,,
0,1399,0.0,1.6228656768798828,,
0,1449,0.0,1.6139214038848877,,
0,1499,0.25,1.5995172262191772,,
0,1549,0.125,1.6084645986557007,,
0,1599,0.25,1.6026761531829834,,
0,1649,0.125,1.6150445938110352,,
0,1699,0.25,1.6099172830581665,,
0,1749,0.125,1.6156173944473267,,
0,1799,0.125,1.6081184148788452,,
0,1849,0.125,1.613677978515625,,
0,1899,0.375,1.5998846292495728,,
0,1949,0.125,1.6124556064605713,,
0,1999,0.125,1.6076979637145996,,
0,2049,0.375,1.612246036529541,,
0,2099,0.0,1.6180498600006104,,
0,2149,0.25,1.6124619245529175,,
0,2199,0.125,1.6071674823760986,,
0,2249,0.125,1.6158804893493652,,
0,2299,0.125,1.6034634113311768,,
0,2349,0.125,1.6046932935714722,,
0,2399,0.375,1.6043405532836914,,
0,2449,0.5,1.60023832321167,,
0,2499,0.125,1.6169973611831665,,
0,2549,0.25,1.6049178838729858,,
0,2599,0.125,1.6034713983535767,,
0,2649,0.25,1.6068612337112427,,
0,2699,0.25,1.6143183708190918,,
0,2749,0.125,1.6049238443374634,,
0,2799,0.125,1.612633466720581,,
0,2849,0.0,1.6146578788757324,,
0,2899,0.125,1.6111677885055542,,
0,2949,0.375,1.6114739179611206,,
0,2999,0.5,1.6030097007751465,,
0,3049,0.25,1.6095749139785767,,
0,3099,0.125,1.6072274446487427,,
0,3149,0.0,1.6171553134918213,,
0,3199,0.375,1.6056904792785645,,
0,3249,0.125,1.6136597394943237,,
0,3299,0.5,1.6018210649490356,,
0,3349,0.25,1.6097993850708008,,
0,3399,0.125,1.615799903869629,,
0,3449,0.375,1.6108310222625732,,
0,3499,0.25,1.609588861465454,,
0,3549,0.25,1.606416940689087,,
0,3599,0.5,1.6001442670822144,,
0,3649,0.125,1.6082285642623901,,
0,3699,0.125,1.6147704124450684,,
0,3749,0.125,1.6117744445800781,,
0,3799,0.375,1.6067560911178589,,
0,3849,0.0,1.6189461946487427,,
0,3899,0.0,1.6190028190612793,,
0,3949,0.125,1.6125072240829468,,
0,3999,0.0,1.615591287612915,,
0,4049,0.25,1.6059722900390625,,
0,4099,0.25,1.6011582612991333,,
0,4149,0.125,1.6122989654541016,,
0,4199,0.25,1.6151399612426758,,
0,4249,0.0,1.618626594543457,,
0,4299,0.25,1.6066083908081055,,
0,4349,0.0,1.6210952997207642,,
0,4399,0.25,1.6073503494262695,,
0,4449,0.125,1.616909146308899,,
0,4499,0.0,1.6150169372558594,,
0,4549,0.25,1.60390305519104,,
0,4599,0.125,1.60714852809906,,
0,4649,0.125,1.6113693714141846,,
0,4699,0.0,1.6124459505081177,,
0,4749,0.0,1.613152027130127,,
0,4799,0.125,1.6119474172592163,,
0,4849,0.0,1.6159363985061646,,
0,4899,0.375,1.612550973892212,,
0,4949,0.125,1.612741231918335,,
0,4999,0.125,1.6102417707443237,,
0,5001,,,0.20000000298023224,1.6094727516174316
1,5049,0.5,1.6045818328857422,,
1,5099,0.25,1.6068477630615234,,
1,5149,0.25,1.6112226247787476,,
1,5199,0.25,1.6102678775787354,,
1,5249,0.125,1.613678216934204,,
1,5299,0.0,1.6112713813781738,,
1,5349,0.375,1.6074813604354858,,
1,5399,0.125,1.6101539134979248,,
1,5449,0.125,1.6073083877563477,,
1,5499,0.0,1.6089369058609009,,
1,5549,0.25,1.6075772047042847,,
1,5599,0.375,1.6095340251922607,,
1,5649,0.375,1.6029647588729858,,
1,5699,0.375,1.6086808443069458,,
1,5749,0.25,1.6085423231124878,,
1,5799,0.125,1.6133315563201904,,
1,5849,0.5,1.605716586112976,,
